Likely to Change Occupation,Geographic Mobility,Professional Networks,Job Satisfaction,Work-Life Balance,Skills Gap,Salary,Job Security,Years of Experience,Age,Job Opportunities,Industry Growth Rate
0,0,8,8,4,2,103951,2,7,48,7,Medium
1,0,1,8,3,5,133967,1,1,46,75,Low
1,1,8,1,7,2,79680,10,39,45,27,Medium
0,0,2,8,3,9,162365,8,21,53,12,Low
0,0,6,8,7,4,141429,3,31,54,91,Medium
0,1,2,6,1,10,196774,1,17,32,88,High
0,0,9,9,7,4,94467,4,24,25,23,High
1,0,8,2,10,7,47895,2,11,38,45,Low
1,0,7,1,5,2,73271,7,35,59,92,Low
0,1,6,7,10,1,86730,10,37,30,22,Medium
0,0,6,10,4,6,99269,6,6,21,74,High
1,0,6,9,9,5,38557,9,38,27,39,Low
1,0,4,4,3,8,107033,9,25,44,15,Low
0,1,9,9,7,1,114013,6,4,22,40,Low
1,1,5,6,2,4,81596,7,12,59,16,Medium
0,0,7,9,6,8,144860,6,19,29,67,Medium
1,1,4,2,7,10,53943,7,23,30,100,Medium
1,0,3,3,7,3,53611,9,5,34,98,High
1,1,4,9,5,6,33878,3,1,47,8,High
1,0,7,2,7,2,167668,7,0,35,64,Low
0,0,10,6,8,10,103354,5,31,34,70,Low
1,0,5,9,1,5,37990,2,27,23,90,Low
1,0,7,5,7,4,42778,4,32,31,50,Medium
0,0,5,5,6,5,72255,1,18,32,10,Low
1,0,5,3,7,10,180182,10,38,26,71,Medium
1,0,1,1,1,9,175451,9,38,49,54,Medium
0,0,1,7,9,2,173320,2,4,39,20,Low
1,0,4,4,6,9,39631,8,37,22,84,High
0,0,6,8,10,3,189900,9,38,58,15,Low
1,0,9,3,2,1,77218,10,28,42,7,High
1,1,10,2,3,4,105772,2,6,57,4,Low
1,1,10,4,6,9,62488,10,35,22,75,High
0,1,9,10,5,10,198553,8,7,44,94,Medium
1,0,3,1,7,10,194498,1,8,29,20,Medium
1,1,7,2,7,4,177828,1,19,31,40,High
1,0,6,1,10,6,47723,5,31,51,92,Low
1,0,6,7,7,10,49557,7,15,34,3,Low
1,0,7,4,3,4,44304,10,16,53,24,Low
0,1,3,9,6,2,77693,1,22,22,96,Low
1,1,10,5,10,4,173937,5,12,30,90,Low
1,0,3,8,5,4,180487,5,17,39,42,High
1,1,7,1,1,3,87111,5,39,34,9,Low
1,0,8,2,6,1,35180,8,24,54,12,High
0,1,10,8,7,8,63364,10,32,33,27,Medium
0,0,8,9,9,2,153674,8,37,41,67,High
0,0,4,6,4,3,92283,7,3,54,53,Medium
0,0,9,8,9,8,168887,8,21,52,94,Low
0,0,6,9,1,5,67387,6,31,42,75,Medium
0,1,4,10,7,4,159097,10,34,23,46,Medium
1,0,10,3,7,5,47540,1,31,23,59,Low
1,0,3,3,1,5,50631,1,29,20,84,Low
1,0,5,1,1,7,61793,7,36,32,6,High
0,1,4,8,2,8,103534,6,39,44,36,Low
0,1,6,9,2,6,102076,6,5,25,92,Medium
0,0,3,6,4,6,164143,10,34,21,57,Medium
0,1,5,6,3,2,114689,7,30,23,20,Medium
0,0,9,8,8,4,92892,8,20,47,18,Low
1,0,9,1,10,4,37437,3,36,28,73,High
0,0,3,5,3,2,113917,2,8,48,18,Medium
0,1,4,8,5,1,131986,4,33,55,27,Low
1,0,1,1,6,1,146775,2,37,34,14,High
0,1,10,5,1,6,131070,7,36,48,76,Medium
1,0,1,1,2,2,120349,10,22,51,36,Medium
0,0,5,5,8,10,113184,3,27,29,81,High
1,0,5,10,3,10,37079,10,4,24,67,Low
0,0,9,10,5,10,153987,3,36,46,28,Medium
0,0,9,9,6,10,60587,5,8,25,77,Medium
0,1,5,10,2,1,101032,8,22,37,9,Low
1,1,7,9,7,8,115998,7,28,48,88,Low
0,1,5,6,4,7,82169,10,3,20,97,Medium
0,0,2,9,3,3,191212,1,15,38,2,Medium
0,0,6,6,2,2,88734,3,38,56,22,Low
1,0,7,4,7,9,53438,8,12,40,7,High
0,1,6,10,7,5,141982,1,16,31,80,Medium
0,0,9,7,7,3,148526,9,35,51,9,Medium
1,0,8,1,5,10,116276,1,5,26,30,High
0,1,5,10,9,7,109581,9,5,42,15,Medium
1,0,3,2,8,10,83733,1,3,50,76,High
0,0,3,10,2,5,195333,5,20,46,89,Low
1,0,1,5,4,7,176505,4,12,40,31,Medium
1,0,7,3,4,6,75285,9,14,59,65,High
1,0,7,1,7,4,168750,1,37,26,19,Low
1,1,10,3,2,10,158948,2,2,20,99,Low
0,0,6,7,6,8,134705,10,33,21,31,Low
1,0,4,4,8,3,134577,10,26,30,82,High
0,1,3,10,2,3,83428,5,4,54,74,Low
0,0,10,8,6,5,126913,8,13,28,34,Low
1,1,10,8,9,4,97237,7,22,38,36,Medium
1,1,8,2,5,4,139549,6,26,32,12,Low
1,0,5,2,2,3,37196,4,35,42,39,Low
1,1,10,4,10,2,80128,7,25,44,15,High
1,1,1,3,8,1,129925,6,3,27,83,Medium
1,0,1,6,10,10,47048,4,18,39,28,High
0,1,10,8,6,3,196291,2,21,30,29,High
0,0,1,5,2,10,143304,4,25,57,67,Low
1,0,10,7,1,1,111422,5,24,53,75,Low
1,0,8,2,7,9,55154,10,39,39,90,High
1,1,3,1,3,8,144703,6,13,40,14,High
0,0,10,10,7,10,54405,6,11,52,82,Low
0,1,9,6,7,3,98680,10,11,48,22,High
1,0,6,2,1,1,171126,8,14,35,75,Low
0,1,6,7,7,8,179332,9,31,46,52,High
0,0,6,8,4,10,193799,7,1,28,95,Medium
1,0,6,1,7,7,178840,8,39,41,23,Low
1,1,6,2,7,4,124920,8,23,40,29,Low
0,1,7,6,1,10,170240,9,34,46,12,Low
0,0,9,7,8,1,104984,4,9,59,81,Low
1,0,4,1,10,9,68422,10,2,45,74,Medium
0,0,9,10,5,8,150886,3,23,20,19,Medium
0,1,3,5,10,2,95733,1,24,21,43,Low
1,0,1,7,1,10,197952,7,34,45,64,High
1,0,1,5,6,5,52056,8,17,56,84,Medium
1,0,6,7,6,3,98542,5,32,57,22,Low
1,0,8,4,5,5,145060,4,13,59,64,Low
1,1,10,8,9,4,49573,7,26,48,100,High
0,0,7,7,10,3,141625,9,7,26,12,High
0,1,5,8,1,9,50444,7,16,22,53,Low
1,1,9,2,1,2,41630,6,10,29,63,Low
1,0,2,6,5,7,198373,8,3,41,50,Medium
1,0,8,1,10,2,139782,2,4,47,38,High
1,0,9,3,3,5,126823,3,30,51,35,High
1,0,9,8,7,8,120014,2,5,21,78,Medium
1,0,10,3,4,3,83488,7,17,25,12,Medium
1,0,4,7,8,9,128130,8,4,31,40,Medium
1,1,1,1,7,8,78609,9,0,21,49,Low
1,1,6,9,8,8,107220,7,1,54,12,Medium
0,0,8,8,4,4,130484,10,31,48,68,Medium
0,0,9,8,8,5,83700,7,0,31,47,High
0,0,2,5,6,3,165091,1,3,46,12,Medium
0,0,10,5,9,9,137698,7,26,52,45,Medium
1,0,10,4,10,5,113211,6,4,56,65,Medium
0,0,7,6,3,10,163147,7,37,36,45,Medium
1,1,8,3,4,2,91085,8,25,39,50,Medium
1,0,5,5,4,5,38867,8,15,25,72,Medium
1,0,6,4,7,5,53184,7,11,55,14,Medium
1,0,3,5,10,2,195538,5,34,50,36,Medium
1,0,1,1,5,6,133678,5,8,25,23,High
1,0,9,4,6,4,62102,2,22,30,93,Medium
0,1,9,9,9,7,89044,4,11,45,84,High
0,1,5,9,9,8,112139,4,12,26,20,Low
1,1,5,5,2,9,39948,1,1,30,42,Low
0,1,2,10,5,9,118987,10,26,58,78,High
1,0,3,4,3,9,82113,9,35,28,92,Medium
0,0,10,6,3,7,134814,6,38,21,23,Low
1,1,2,4,6,9,73736,7,11,41,99,High
0,0,6,5,3,2,161166,3,18,27,39,High
1,0,6,3,6,8,117636,7,28,23,42,Medium
0,1,4,8,4,9,71608,1,33,50,60,Low
1,1,4,10,10,3,141393,9,15,59,43,Low
1,1,1,4,10,10,104026,7,25,51,50,High
1,1,8,3,4,3,159188,8,3,27,95,High
1,1,4,3,2,6,176373,5,12,46,69,Medium
1,1,8,7,6,5,193672,1,13,53,43,Low
0,0,6,6,6,3,196112,6,3,42,21,High
0,0,6,6,1,3,55557,4,32,23,44,High
0,0,1,5,6,7,176633,9,13,37,79,Medium
1,0,1,2,5,8,151065,1,37,40,100,Low
0,1,4,6,5,2,154306,7,10,56,46,Low
1,1,6,7,2,10,124314,1,3,27,16,Medium
1,1,3,4,9,1,154348,2,7,37,10,High
0,1,8,5,1,9,161549,4,11,38,45,Low
1,0,6,2,9,9,75867,2,26,41,27,High
0,0,1,6,7,8,122254,8,12,24,47,Low
1,1,8,2,6,3,40960,7,36,20,81,Medium
1,1,1,3,2,4,161861,10,7,56,66,Low
1,0,9,3,9,2,144177,3,34,41,14,High
1,1,8,3,7,6,112253,3,26,51,78,High
1,0,7,8,6,3,42133,7,2,31,80,Low
0,0,6,10,3,5,54220,4,27,54,83,Low
0,0,7,9,10,6,143266,4,38,39,5,Low
1,0,10,1,1,3,122517,8,5,32,21,Medium
0,0,10,9,8,1,90172,5,7,57,58,Medium
1,0,3,4,10,5,172269,3,26,27,5,Medium
0,0,4,7,5,1,113057,4,20,49,17,Medium
0,0,8,8,10,10,170806,1,28,59,54,Medium
1,1,3,7,4,5,58590,8,12,48,91,Low
1,0,6,10,3,5,37975,3,35,37,96,Low
0,1,4,7,2,7,163389,2,5,55,67,Low
1,0,7,7,6,6,140376,7,1,23,90,Low
1,0,3,2,8,1,94964,7,19,54,88,Low
0,0,9,6,4,6,199419,3,2,22,99,Medium
0,0,5,10,1,9,156719,4,10,22,99,Low
1,1,10,4,3,8,77548,2,8,35,54,Low
0,0,10,10,4,1,136101,9,5,47,41,Medium
1,1,3,2,5,8,80846,4,21,43,38,High
0,1,8,5,10,9,54915,6,15,49,57,Medium
1,0,10,9,10,8,38107,7,37,46,34,High
1,0,5,7,2,8,31177,5,8,52,5,High
0,0,6,8,4,7,100212,10,8,41,13,High
0,1,1,7,9,1,117601,5,17,22,32,Low
0,1,3,9,1,3,117117,10,34,40,63,Low
0,0,1,10,7,7,69059,1,35,23,67,Medium
1,1,8,6,1,3,120899,7,32,30,19,Medium
0,0,9,6,4,3,157934,1,3,53,79,Low
1,1,3,6,6,5,82232,10,31,36,97,High
0,0,8,8,8,5,84959,1,0,49,59,High
1,0,3,3,4,7,109927,8,14,36,66,High
0,0,9,7,2,9,167729,4,29,38,49,High
1,0,4,3,10,8,55478,5,2,22,48,Medium
0,1,9,6,9,6,175759,6,27,46,41,Low
0,0,8,6,6,8,169830,9,24,40,23,High
1,1,6,6,8,7,152477,9,37,54,82,Medium
0,0,5,5,6,4,86637,9,12,56,15,Low
1,0,4,3,7,8,79100,7,33,27,89,Medium
1,1,8,8,1,5,156944,10,13,47,2,High
0,0,6,5,7,6,98484,5,30,59,79,High
1,0,10,8,3,5,31095,2,24,59,89,High
1,0,5,3,7,7,167226,4,18,50,16,High
1,0,1,1,10,2,111554,6,38,55,100,High
0,0,1,6,8,4,152103,4,30,50,72,Medium
0,1,9,10,2,8,173623,3,6,53,13,Medium
0,0,8,5,5,5,133879,10,37,52,21,High
1,0,4,6,6,3,81030,1,10,34,9,Medium
0,0,6,6,10,5,84362,10,13,44,61,Medium
1,0,2,4,8,7,66738,10,39,21,38,Low
0,0,2,6,6,9,139190,3,30,21,62,Low
1,1,10,3,4,5,160508,6,32,45,99,Medium
1,0,3,3,3,3,146290,4,22,45,56,High
0,0,9,10,7,9,158619,7,0,30,80,Medium
1,0,2,1,6,8,139558,8,35,31,72,Low
1,0,8,1,9,6,196916,3,13,51,73,High
1,0,4,3,2,6,111179,7,30,59,72,Low
1,0,7,10,6,4,43603,7,34,49,38,High
1,0,6,10,8,1,143882,3,3,20,15,High
1,1,6,3,3,4,96842,2,11,58,88,High
0,0,2,9,9,7,184175,10,27,44,80,Low
0,0,10,8,3,5,189505,8,6,31,81,Medium
1,1,8,10,6,5,59245,5,15,53,49,High
0,0,2,8,3,6,94094,1,4,34,87,Medium
1,0,3,3,6,7,138432,2,0,30,29,Low
1,0,8,2,10,5,158477,10,37,58,35,Medium
1,0,2,1,2,2,81038,7,0,20,39,Medium
1,0,1,3,1,7,160041,9,3,33,12,Low
0,0,2,8,8,8,128008,7,10,34,4,High
1,1,8,3,3,5,149920,8,1,51,3,Medium
0,1,1,5,3,2,63590,7,15,22,57,Medium
0,0,3,10,2,1,112869,9,13,55,54,High
1,0,8,5,8,6,127835,4,21,54,33,Medium
0,1,8,8,7,5,86327,5,27,45,64,Medium
0,0,7,10,7,3,196215,10,10,50,45,Low
0,0,5,10,8,10,140511,9,22,59,25,Low
0,0,10,10,4,5,105744,8,6,49,43,Low
1,0,5,4,2,1,129291,9,29,55,31,Medium
1,0,5,9,8,6,56061,3,37,32,97,Medium
1,0,1,1,9,10,30788,6,26,37,82,Medium
0,1,7,9,2,7,114601,9,7,26,94,Medium
1,0,10,3,8,3,141063,6,30,49,13,Low
0,0,10,7,1,1,192865,5,35,34,30,Medium
1,0,3,1,5,7,141849,3,27,24,4,Medium
1,1,8,4,2,4,194148,4,28,52,78,High
1,1,3,10,7,5,39239,1,8,59,45,Low
0,0,6,6,9,2,80396,1,22,31,23,Low
1,0,8,4,6,8,84495,10,21,22,18,High
1,1,4,10,7,9,34537,9,18,54,39,High
1,0,1,1,7,10,45229,6,11,54,18,Medium
0,1,7,6,3,2,93631,4,19,44,41,High
1,1,9,2,10,1,90910,3,21,31,57,Low
0,1,8,9,9,9,51274,10,30,21,34,High
0,1,9,7,5,8,106506,6,18,25,81,Medium
1,0,5,5,2,5,32164,5,36,43,4,Low
1,0,4,10,1,9,144734,4,39,48,93,Low
0,0,4,10,1,1,78190,7,4,50,71,High
1,1,9,1,7,7,103178,5,5,53,17,Medium
1,0,9,10,3,4,118108,3,35,36,73,Low
0,0,5,5,10,1,146850,1,21,48,34,Low
1,0,5,4,4,8,173940,3,36,43,35,Medium
1,1,7,4,2,3,164485,5,7,46,5,High
1,0,4,4,7,5,122391,4,39,57,45,Medium
0,0,10,8,8,5,198827,3,33,50,91,High
0,1,2,8,9,7,137618,10,32,56,77,Medium
1,0,10,1,3,7,162997,10,30,32,68,Low
1,0,3,9,9,8,75396,3,21,56,42,High
0,0,1,5,8,7,134152,8,10,50,67,High
1,0,7,9,5,3,47414,4,16,22,17,High
0,1,1,8,2,4,66688,5,19,30,73,Medium
1,1,5,2,5,2,143803,7,33,29,70,High
0,0,5,7,9,2,154567,7,27,35,16,Low
1,0,3,3,9,7,182844,1,23,28,81,High
0,1,1,5,2,2,61131,10,32,37,9,High
0,0,6,5,6,9,144533,9,39,24,56,Medium
1,0,3,1,8,7,110891,6,19,42,96,Low
0,0,1,10,4,8,114924,5,0,34,74,Medium
1,0,8,3,10,6,158871,10,4,27,11,Medium
0,0,4,5,4,10,78745,1,4,46,24,High
1,0,5,7,3,6,40448,7,24,25,28,Medium
1,0,2,5,5,6,91583,6,5,45,30,Low
1,0,8,2,10,1,70191,1,24,21,61,Low
0,0,1,7,9,7,148981,4,13,24,50,Medium
0,0,4,8,5,2,63431,6,36,43,18,High
1,1,3,1,6,6,118196,8,16,41,30,Low
0,1,7,7,10,2,50090,10,11,44,64,Low
0,1,10,5,5,8,135470,6,20,24,46,Medium
1,0,7,4,5,5,64084,7,34,55,67,Medium
1,1,10,4,2,7,77775,9,25,28,93,Medium
1,0,1,3,9,9,53166,5,8,58,41,Low
1,1,5,4,9,9,47852,9,8,24,27,Low
1,0,8,1,10,9,184217,1,3,32,30,Low
0,0,5,10,3,1,82536,2,25,46,1,Low
0,0,4,7,4,1,166033,10,3,32,74,High
0,0,2,8,5,6,94471,4,17,25,56,Medium
1,1,9,4,6,6,64635,7,31,45,86,Low
0,0,10,5,4,2,191611,1,13,32,60,Medium
0,0,5,10,3,3,120048,10,26,45,69,Medium
1,0,3,2,4,6,36189,5,9,45,35,Medium
0,0,1,7,5,1,114479,5,19,40,62,High
1,1,9,7,1,3,179663,9,2,36,82,High
1,0,6,10,8,9,44541,5,34,47,86,Medium
0,0,5,9,1,7,59718,7,0,31,33,High
1,0,9,4,6,5,138858,4,16,31,83,Medium
1,1,6,4,1,2,103979,6,28,39,60,Medium
1,0,10,1,9,9,59307,6,36,52,14,Low
0,0,7,7,2,4,75220,2,13,48,27,Medium
1,0,2,1,2,5,87168,4,25,39,45,High
1,0,1,10,5,3,120561,3,23,56,23,Medium
1,0,9,1,1,6,53360,6,3,20,25,Low
0,1,9,9,5,5,130825,5,15,44,51,Medium
1,0,2,2,8,3,74197,7,7,32,89,High
1,0,4,1,8,5,114830,9,12,46,34,Medium
0,1,10,9,7,1,66885,8,30,35,47,Low
0,0,2,8,6,10,153823,9,4,58,26,High
1,0,2,6,10,9,168902,8,37,37,23,Medium
0,0,7,10,8,6,63174,1,9,40,68,High
1,0,3,4,1,5,129565,5,23,48,53,Medium
0,1,8,6,1,4,65963,4,10,26,75,Low
1,0,2,1,2,7,47617,3,31,30,92,Medium
0,0,9,6,6,1,106729,3,23,30,34,Low
1,1,6,8,7,9,35072,8,20,52,51,High
1,0,10,3,4,9,151213,3,11,59,96,Medium
1,0,5,4,4,6,137527,8,39,50,93,Low
1,1,6,8,6,7,95981,3,10,20,71,Medium
0,1,6,8,6,5,112213,6,3,57,78,High
0,0,8,10,10,4,92270,1,35,46,6,Low
1,0,6,1,7,1,177767,6,4,20,68,Low
0,0,8,7,7,7,83317,2,12,54,73,Medium
1,0,10,1,6,7,74999,10,2,46,1,Low
1,0,8,4,8,1,197025,1,10,58,56,Low
1,0,3,10,7,5,51953,4,24,45,56,Medium
1,1,1,4,10,3,155898,6,6,32,51,Medium
1,0,1,10,3,9,152613,9,25,48,69,High
1,0,2,3,1,6,134669,9,3,52,12,High
0,0,8,10,2,3,115640,2,35,36,38,Low
0,0,3,6,3,5,51757,1,29,24,36,High
1,0,5,3,10,7,152683,4,5,32,77,High
0,1,5,8,8,1,193566,5,24,52,97,High
1,0,8,7,9,4,46435,10,3,39,25,Medium
0,1,10,9,6,10,140868,6,21,44,7,High
0,0,2,7,9,9,107156,10,5,44,79,Low
0,0,1,10,8,7,172152,6,11,50,48,Low
0,0,6,7,10,9,108753,3,28,46,3,Medium
1,0,2,3,7,10,136582,7,7,23,93,Low
1,0,8,6,8,9,37086,6,39,53,64,High
1,1,5,2,3,4,85267,5,0,48,47,Low
1,1,7,2,7,3,115501,7,5,23,88,High
1,0,10,3,4,4,70341,9,22,25,60,Low
1,0,3,1,8,3,84961,2,38,54,59,High
1,1,10,3,5,8,47949,3,24,54,96,High
1,0,8,3,3,9,133042,1,27,53,33,Low
1,0,4,6,10,3,122951,4,10,41,50,Low
0,0,10,10,8,6,197457,4,18,35,37,Medium
1,0,4,4,4,2,174721,4,36,29,10,High
1,0,6,4,10,5,108017,5,39,26,86,Medium
1,0,9,8,5,3,193088,1,6,28,75,High
0,1,3,9,10,2,120202,5,2,52,93,High
1,0,1,2,1,5,165619,10,11,22,33,High
1,0,5,2,4,3,187054,4,7,45,31,High
1,1,4,10,5,8,90186,6,15,41,58,Medium
1,0,8,3,4,5,60782,2,8,59,18,High
0,0,3,7,10,9,171245,5,15,57,94,Medium
0,0,4,9,7,6,96296,3,14,33,66,Medium
0,0,10,6,7,6,135509,6,20,21,68,Medium
1,0,6,3,8,2,182674,7,15,36,56,Low
1,0,8,8,9,3,36810,8,36,24,84,High
1,1,3,2,7,10,66952,1,10,52,23,Medium
1,0,6,1,10,9,193496,4,26,32,44,Medium
0,0,8,8,6,10,74469,7,36,56,91,Medium
0,1,8,6,2,4,114942,8,5,41,31,Medium
0,0,4,10,8,2,181859,4,1,34,29,High
0,0,1,8,9,10,63634,5,17,57,31,High
1,1,5,5,2,4,86416,3,3,43,66,Medium
0,0,4,9,7,1,74746,7,10,23,30,High
1,0,5,10,5,7,33847,6,14,34,19,High
0,1,6,8,8,4,185399,9,11,37,29,Medium
1,0,1,2,7,5,152060,5,31,57,31,Medium
1,0,6,4,7,8,112593,4,32,54,32,High
0,0,10,8,3,7,163899,7,27,29,77,High
1,1,9,9,5,7,69052,3,22,51,97,Low
0,1,10,5,6,10,51641,9,31,56,85,Low
1,1,6,3,9,5,47397,7,16,53,41,High
0,0,8,9,1,7,98757,8,39,22,90,High
1,1,3,10,3,2,34737,2,24,56,16,High
1,0,10,9,2,10,40380,1,30,47,10,Low
1,0,1,1,10,3,195867,10,33,44,35,Medium
0,0,2,8,7,6,118736,7,30,28,76,High
0,1,9,7,10,2,160552,1,20,46,10,Medium
1,1,10,6,4,6,47065,6,38,31,27,Medium
0,0,2,8,4,1,114246,7,21,50,67,High
0,0,10,6,6,2,197272,6,11,21,56,High
1,0,2,5,7,10,107761,3,27,49,57,Low
1,0,5,8,6,5,80497,6,39,51,91,High
1,0,7,7,5,3,193752,2,20,43,11,Medium
0,1,7,8,8,9,133727,2,18,29,67,Low
0,1,7,6,3,3,148429,3,16,33,76,High
1,0,4,4,1,8,69476,5,34,35,77,Medium
0,0,8,5,9,2,165825,10,1,42,64,High
1,0,5,2,10,9,92327,6,0,33,81,Medium
0,0,7,5,5,1,93797,1,37,20,13,High
0,0,8,5,3,3,160588,4,22,29,18,Medium
0,1,3,8,10,2,61950,4,26,58,33,Low
0,0,1,9,8,1,144779,6,38,21,29,High
1,1,3,2,9,7,178420,4,9,40,69,Low
1,0,3,7,6,7,46843,6,16,43,50,High
0,0,1,7,1,6,88251,10,38,30,15,Low
0,0,3,7,3,6,59239,4,21,20,86,Medium
1,0,5,3,2,5,97482,4,2,52,73,Medium
0,1,5,5,3,2,109138,6,36,43,72,Low
1,1,4,9,7,1,45818,9,12,46,2,Medium
0,0,8,5,4,10,154429,5,23,56,31,High
1,1,8,9,7,5,144756,1,34,50,54,Low
1,0,9,9,1,8,43805,1,31,58,30,High
0,0,10,6,8,5,132925,4,15,45,58,Medium
1,1,5,3,10,1,146259,9,17,53,67,Low
0,0,5,9,1,10,88945,4,9,50,75,Medium
0,1,5,6,1,1,163969,5,35,43,11,High
1,1,7,9,7,8,34713,7,37,40,87,Medium
0,0,3,5,4,8,110262,5,31,32,92,High
1,0,1,8,10,7,184937,6,23,41,18,High
0,1,2,9,4,10,162062,2,20,41,41,Low
0,0,2,6,6,9,131497,4,36,20,70,Medium
0,0,9,5,6,5,105145,2,28,51,5,High
0,0,1,6,7,8,79116,9,27,37,85,Low
0,0,6,9,2,5,120107,4,6,27,99,Low
1,1,9,1,3,9,125098,2,33,47,43,Low
1,0,3,4,9,7,111076,5,36,43,21,Medium
1,0,7,8,7,6,41069,1,30,30,56,High
1,0,3,3,4,4,89671,3,21,30,65,High
1,0,1,3,9,5,172703,3,34,20,68,High
1,0,2,6,2,1,112273,5,6,25,43,Medium
1,1,9,4,2,5,106220,3,34,45,9,Low
1,0,3,3,9,2,164360,8,35,33,46,Low
1,1,1,3,1,9,54030,7,3,29,30,Medium
0,1,9,10,7,3,197926,2,38,55,65,High
0,1,10,8,5,8,114916,8,29,48,92,Medium
0,0,5,8,7,2,188665,5,37,44,23,High
1,0,9,7,7,1,79054,3,35,38,84,Low
0,0,1,5,3,10,75906,1,3,34,94,Medium
1,0,5,9,10,8,36753,3,37,20,59,Low
0,0,9,9,5,5,90760,2,35,34,35,Medium
0,1,4,10,3,10,154652,5,21,25,87,Medium
0,0,7,10,1,8,50289,8,29,28,10,Low
1,0,10,1,4,8,135480,7,14,49,24,Medium
0,0,6,9,2,9,156919,9,12,46,64,High
1,0,6,9,4,1,151448,5,1,22,25,Medium
0,1,7,7,3,4,120772,8,10,31,34,High
0,0,8,8,2,1,110124,10,6,53,60,High
1,0,3,4,1,6,87853,10,33,48,91,High
0,0,1,5,10,7,162603,6,25,23,32,Medium
1,0,10,4,7,5,109717,10,16,44,65,Low
0,0,1,8,10,1,64753,1,25,34,59,Low
1,0,5,4,8,9,198370,3,10,27,95,High
0,0,9,8,5,10,100175,5,23,59,38,High
0,0,10,10,4,8,184451,5,27,41,37,High
1,0,4,7,2,9,37742,10,29,43,60,Medium
1,0,7,4,1,4,89983,1,33,27,21,High
1,0,4,3,1,8,151160,10,6,31,40,Low
1,0,7,1,5,8,139772,10,37,24,76,Medium
1,0,3,1,3,2,153414,5,4,34,1,Low
1,0,9,2,1,6,138330,10,12,27,84,Low
1,0,7,10,1,6,128250,6,10,37,23,Medium
1,0,7,4,1,3,184276,6,34,56,60,High
1,1,6,3,4,2,173062,8,15,46,9,Medium
0,1,8,6,2,7,105985,8,2,56,23,High
0,0,5,5,7,9,99803,2,28,52,43,Low
1,0,5,3,8,3,161247,10,24,49,76,Medium
1,0,9,2,8,10,76126,9,3,54,23,Medium
1,0,1,4,5,3,105294,6,32,57,7,Low
0,0,2,10,7,9,167500,10,4,58,49,High
0,1,5,5,9,8,67941,7,21,48,28,Medium
0,1,10,5,2,4,194136,8,30,29,18,Medium
0,0,4,6,1,10,93772,2,0,54,85,High
0,0,6,10,2,1,99195,4,9,56,24,Low
1,0,10,1,5,4,189776,8,17,22,21,High
1,1,10,8,9,9,80507,8,38,36,79,Low
1,0,5,4,3,5,35276,7,20,31,36,Medium
0,0,3,8,9,7,52060,6,35,38,68,Low
1,0,3,2,2,10,186613,3,18,43,47,Low
1,1,7,1,2,7,68772,3,25,40,48,High
1,0,7,10,10,2,44382,3,31,33,41,Low
1,0,9,5,3,1,43399,8,32,54,51,Low
1,0,9,4,4,5,82987,4,2,43,65,High
0,0,6,5,10,9,75618,6,28,32,87,Low
0,1,8,5,4,2,130410,9,10,27,42,Low
1,0,2,1,3,3,96702,2,33,52,6,Medium
0,1,7,8,1,6,133433,3,25,28,85,Medium
0,0,3,10,4,8,131973,8,16,20,53,Medium
0,0,1,10,9,10,122789,1,27,29,28,High
1,1,6,1,10,2,160848,4,1,20,38,High
1,1,3,1,1,4,192815,9,15,28,1,High
0,0,5,9,3,2,199952,8,19,28,63,Medium
1,0,3,2,2,9,163210,8,10,51,63,Medium
1,1,1,2,10,7,98972,4,9,35,18,High
0,0,7,6,1,9,81844,1,17,57,11,High
1,0,5,6,3,8,141800,5,6,54,57,Medium
0,1,5,7,1,9,113863,4,21,29,95,Medium
0,0,5,6,6,1,155962,10,17,28,90,Medium
1,0,2,4,7,5,127135,9,2,49,55,High
0,1,4,5,8,4,139986,3,3,24,8,Medium
0,1,10,7,10,10,163571,7,35,45,6,Low
1,0,3,3,6,10,110215,4,9,49,79,Medium
1,0,1,2,9,9,181572,6,11,59,16,Low
1,0,1,6,6,6,38858,3,24,29,66,Low
0,0,9,9,7,7,185472,3,34,51,51,High
0,0,7,9,8,7,91971,3,18,40,53,Medium
1,0,6,4,3,7,105629,6,27,42,12,Medium
0,0,10,5,3,2,57728,7,17,46,75,Medium
1,0,4,4,5,9,155206,10,26,50,61,High
1,0,9,1,2,10,90368,4,15,30,6,High
1,0,7,9,8,9,46214,7,27,53,91,Medium
0,0,1,5,3,7,136753,1,31,33,70,Medium
1,0,7,1,7,7,85863,7,13,49,93,High
0,1,3,8,2,3,166426,5,26,31,71,High
1,1,5,4,7,7,76915,5,22,26,29,Low
1,0,1,4,10,3,193694,4,1,56,13,High
1,0,9,3,10,10,120454,5,17,32,62,High
0,0,2,9,8,4,86577,1,38,48,82,Low
1,1,6,2,9,8,173003,5,33,25,81,Medium
0,1,6,10,3,6,72155,10,35,22,28,Low
1,0,6,3,2,8,164447,2,10,56,65,Medium
0,0,8,6,3,6,156337,9,16,46,50,Medium
0,0,2,7,2,5,150266,10,19,47,39,High
0,0,4,10,7,4,109900,6,30,45,49,High
1,0,10,3,5,2,179023,4,16,31,32,Low
0,1,7,6,2,9,101856,2,39,22,40,Low
1,0,8,2,2,6,129045,2,14,33,34,Low
0,0,3,5,4,7,50092,5,5,36,69,High
